observed,predicted
0.676949,-0.001032412
0.6986,0.00024065375
0.823458,8.5588545e-05
-0.715563,-0.25705302
0.787126,-0.25441968
0.606133,0.0013535023
-0.694259,-0.10406315
0.828854,0.0015012622
0.620038,0.24781585
-0.834068,-0.08474949
-0.859548,0.0017495155
0.534235,-0.009423912
0.805958,0.046518967
0.794331,0.00024781004
0.68637,0.0013953149
0.735176,-0.004552871
0.753418,-0.0020127892
0.818945,0.0037710965
0.836523,-0.023350514
0.764656,0.0003646314
0.821559,0.004306659
-0.780211,0.088973165
0.648127,0.08943412
0.807192,0.0007326603
0.741564,0.46397328
-0.528673,-0.20001066
-0.816162,-0.0012455583
0.774094,0.01832068
0.754341,-0.0045515895
0.770617,0.0001397878
0.669252,0.008685082
-0.672544,0.00056153536
0.828992,0.0007582903
-0.762719,-0.0034757555
0.789136,0.00018852949
-0.76998,-0.0014542341
0.758867,0.05562198
0.641073,-0.0010051429
0.720262,0.1363545
-0.732083,-0.005473852
0.63604,-0.00037049502
-0.710659,-0.045797467
-0.688675,-0.12792897
-0.581704,-0.000461936
0.76229,-0.0018473864
0.755239,-0.004691422
-0.754277,-0.0054587126
-0.726296,-0.04508084
0.788233,-0.0023126826
0.762946,-0.0010173321
-0.555552,-0.016183212
-0.661686,0.0012096167
0.773141,0.00015029311
-0.776196,-0.07207364
-0.744792,0.0038430095
-0.763929,0.0019064322
0.75171,0.18053633
-0.717375,-0.00011444092
0.703823,-0.114831
0.645948,-0.002737105
0.744401,0.00096577406
0.749019,0.23567572
-0.721656,-0.063388705
0.744855,0.00042057037
-0.75592,-0.0006739497
-0.575195,9.2327595e-05
0.665553,-8.255243e-05
-0.56795,0.0012421012
-0.70553,-0.008942068
0.684384,0.3373437
